x;y;tempo;inverso
100;100; 0.00;1
10000;10000; 1.23;1
22900;22900;9.65;1
9000;9000; 0.79;1
11000;11000; 1.36;1
12000;12000; 1.93;1
14000;14000; 2.52;1
15000;15000; 3.46;1
16000;16000; 4.18;1
17000;17000; 4.39;1
18000;18000; 5.21;1
19000;19000; 5.98;1
