x;y;tempo;inverso
22021;22021;20.04;1
22031;22031;20.74;1
22041;22041;20.13;1
22051;22051;20.08;1
22061;22061;20.10;1
22071;22071;20.10;1
22081;22081;20.51;1
22091;22091;20.57;1
22101;22101;20.40;1
22111;22111;20.55;1
22121;22121;22.31;1
22131;22131;20.47;1
22141;22141;20.46;1
22151;22151;20.46;1
22161;22161;20.53;1
22171;22171;20.50;1
22181;22181;20.61;1
22191;22191;20.71;1
22201;22201;29.35;1
22211;22211;27.23;1
22221;22221;21.12;1
22231;22231;20.93;1
22241;22241;20.91;1
22251;22251;20.88;1
22261;22261;21.76;1
22271;22271;20.88;1
22281;22281;20.90;1
22291;22291;21.05;1
22301;22301;21.05;1
22311;22311;20.99;1
22321;22321;21.93;1
22331;22331;21.82;1
22341;22341;22.38;1
22351;22351;21.32;1
22361;22361;21.14;1
22371;22371;21.14;1
22381;22381;23.01;1
22391;22391;21.76;1
22401;22401;21.37;1
22411;22411;21.24;1
22421;22421;21.33;1
22431;22431;21.16;1
22441;22441;21.28;1
22451;22451;21.40;1
22461;22461;21.37;1
22471;22471;21.37;1
22481;22481;21.61;1
22491;22491;23.01;1
22501;22501;21.47;1
22511;22511;21.47;1
22521;22521;21.58;1
22531;22531;21.57;1
22541;22541;21.64;1
22551;22551;21.52;1
22561;22561;21.90;1
22571;22571;21.67;1
22581;22581;21.52;1
22591;22591;21.88;1
22601;22601;21.96;1
22611;22611;21.71;1
22621;22621;21.78;1
22631;22631;21.88;1
22641;22641;21.74;1
22651;22651;22.03;1
22661;22661;22.30;1
22671;22671;21.78;1
22681;22681;21.84;1
22691;22691;21.70;1
22701;22701;21.87;1
22711;22711;22.59;1
22721;22721;22.23;1
22731;22731;22.21;1
22741;22741;21.89;1
22751;22751;21.97;1
22761;22761;21.91;1
22771;22771;21.94;1
22781;22781;21.92;1
22791;22791;21.98;1
22801;22801;22.03;1
22811;22811;21.95;1
22821;22821;21.98;1
22831;22831;21.85;1
22841;22841;22.10;1
22851;22851;22.86;1
22861;22861;23.09;1
22871;22871;22.74;1
22881;22881;22.18;1
22891;22891;22.22;1
22901;22901;22.21;1
22911;22911;22.08;1
22921;22921;22.36;1
22931;22931;24.75;1
22941;22941;22.52;1
22951;22951;22.51;1
