x;y;tempo;inverso
10851;10851; 2.64;1
10861;10861; 2.28;1
10871;10871; 2.25;1
10881;10881; 2.45;1
10891;10891; 2.43;1
10901;10901; 2.43;1
10911;10911; 2.48;1
10921;10921; 2.68;1
10931;10931; 2.49;1
10941;10941; 2.40;1
10951;10951; 2.66;1
10961;10961; 2.47;1
10971;10971; 2.54;1
10981;10981; 2.54;1
10991;10991; 2.48;1
11001;11001; 2.47;1
11011;11011; 2.47;1
11021;11021; 2.50;1
11031;11031; 2.48;1
11041;11041; 2.40;1
11051;11051; 2.64;1
11061;11061; 2.36;1
11071;11071; 2.50;1
11081;11081; 2.45;1
11091;11091; 2.59;1
11101;11101; 2.56;1
11111;11111; 2.44;1
11121;11121; 2.47;1
11131;11131; 2.42;1
11141;11141; 2.54;1
11151;11151; 2.49;1
11161;11161; 2.56;1
11171;11171; 2.54;1
11181;11181; 2.56;1
11191;11191; 2.55;1
11201;11201; 2.49;1
11211;11211; 2.53;1
11221;11221; 2.56;1
11231;11231; 2.60;1
11241;11241; 2.68;1
11251;11251; 2.62;1
11261;11261; 2.56;1
11271;11271; 2.68;1
11281;11281; 2.68;1
11291;11291; 2.64;1
11301;11301; 2.62;1
11311;11311; 2.50;1
11321;11321; 2.65;1
11331;11331; 3.00;1
11341;11341; 2.77;1
11351;11351; 2.74;1
11361;11361; 2.60;1
11371;11371; 2.87;1
11381;11381; 2.71;1
11391;11391; 2.82;1
11401;11401; 2.73;1
11411;11411; 2.70;1
11421;11421; 2.67;1
11431;11431; 2.78;1
11441;11441; 2.73;1
11451;11451; 2.68;1
11461;11461; 2.75;1
11471;11471; 2.74;1
11481;11481; 2.74;1
11491;11491; 2.77;1
11501;11501; 2.77;1
11511;11511; 2.77;1
11521;11521; 2.79;1
11531;11531; 2.72;1
11541;11541; 2.87;1
11551;11551; 2.86;1
11561;11561; 2.90;1
11571;11571; 2.83;1
11581;11581; 2.84;1
11591;11591; 2.84;1
11601;11601; 2.84;1
11611;11611; 2.86;1
11621;11621; 2.79;1
11631;11631; 4.15;1
11641;11641; 2.97;1
11651;11651; 2.96;1
11661;11661; 3.28;1
11671;11671; 2.92;1
11681;11681; 2.98;1
11691;11691; 2.85;1
11701;11701; 2.94;1
11711;11711; 3.01;1
11721;11721; 2.84;1
11731;11731; 2.93;1
11741;11741; 3.03;1
11751;11751; 2.98;1
11761;11761; 2.96;1
11771;11771; 3.00;1
11781;11781; 2.94;1
11791;11791; 2.93;1
11801;11801; 3.55;1
11811;11811; 3.14;1
11821;11821; 2.98;1
11831;11831; 3.11;1
11841;11841; 3.05;1
11851;11851; 3.00;1
11861;11861; 3.06;1
11871;11871; 3.02;1
11881;11881; 3.11;1
11891;11891; 2.96;1
11901;11901; 3.18;1
11911;11911; 3.27;1
11921;11921; 3.11;1
11931;11931; 3.10;1
11941;11941; 3.35;1
11951;11951; 3.13;1
11961;11961; 3.01;1
11971;11971; 3.17;1
11981;11981; 3.17;1
11991;11991; 3.14;1
12001;12001; 3.06;1
12011;12011; 3.26;1
12021;12021; 3.25;1
12031;12031; 3.14;1
12041;12041; 3.15;1
12051;12051; 3.21;1
12061;12061; 3.26;1
12071;12071; 3.14;1
12081;12081; 3.26;1
12091;12091; 3.24;1
12101;12101; 3.27;1
12111;12111; 3.32;1
12121;12121; 3.12;1
12131;12131; 3.38;1
12141;12141; 3.49;1
12151;12151; 3.28;1
12161;12161; 3.28;1
12171;12171; 3.35;1
12181;12181; 3.58;1
12191;12191; 3.75;1
12201;12201; 3.25;1
12211;12211; 3.36;1
12221;12221; 3.36;1
12231;12231; 3.39;1
12241;12241; 3.35;1
12251;12251; 3.28;1
12261;12261; 3.44;1
12271;12271; 3.38;1
12281;12281; 3.38;1
12291;12291; 3.45;1
12301;12301; 3.32;1
12311;12311; 3.48;1
12321;12321; 3.44;1
12331;12331; 3.44;1
12341;12341; 3.30;1
12351;12351; 3.38;1
12361;12361; 3.45;1
12371;12371; 3.69;1
12381;12381; 3.62;1
12391;12391; 3.62;1
12401;12401; 3.55;1
12411;12411; 3.71;1
12421;12421; 3.86;1
12431;12431; 4.08;1
12441;12441; 4.14;1
12451;12451; 4.47;1
12461;12461; 3.86;1
12471;12471; 3.82;1
12481;12481; 3.81;1
12491;12491; 3.73;1
12501;12501; 4.27;1
12511;12511; 3.78;1
12521;12521; 3.84;1
12531;12531; 3.85;1
12541;12541; 4.72;1
12551;12551; 4.44;1
12561;12561; 5.08;1
12571;12571; 3.95;1
12581;12581; 4.22;1
12591;12591; 4.17;1
12601;12601; 4.32;1
12611;12611; 4.23;1
12621;12621; 4.28;1
12631;12631; 4.24;1
12641;12641; 4.38;1
12651;12651; 4.34;1
12661;12661; 4.43;1
12671;12671; 4.30;1
12681;12681; 4.33;1
12691;12691; 3.89;1
12701;12701; 3.96;1
12711;12711; 3.91;1
12721;12721; 5.04;1
12731;12731; 4.31;1
12741;12741; 4.30;1
12751;12751; 4.48;1
12761;12761; 4.41;1
12771;12771; 4.35;1
12781;12781; 4.44;1
12791;12791; 4.44;1
12801;12801; 4.33;1
12811;12811; 4.38;1
12821;12821; 4.40;1
12831;12831; 4.34;1
12841;12841; 4.59;1
12851;12851; 4.44;1
12861;12861; 4.50;1
12871;12871; 4.59;1
12881;12881; 4.45;1
12891;12891; 4.48;1
12901;12901; 4.47;1
12911;12911; 4.48;1
12921;12921; 4.58;1
12931;12931; 4.46;1
12941;12941; 4.56;1
12951;12951; 4.55;1
12961;12961; 4.45;1
12971;12971; 4.34;1
12981;12981; 4.39;1
12991;12991; 4.67;1
13001;13001; 4.54;1
13011;13011; 4.48;1
13021;13021; 4.55;1
13031;13031; 4.56;1
13041;13041; 4.54;1
13051;13051; 4.49;1
13061;13061; 4.70;1
13071;13071; 4.53;1
13081;13081; 4.66;1
13091;13091; 5.63;1
13101;13101; 4.58;1
13111;13111; 4.51;1
13121;13121; 4.52;1
13131;13131; 4.38;1
13141;13141; 4.37;1
13151;13151; 4.48;1
13161;13161; 4.58;1
13171;13171; 4.55;1
13181;13181; 4.64;1
13191;13191; 4.41;1
13201;13201; 4.51;1
13211;13211; 4.50;1
13221;13221; 4.39;1
13231;13231; 4.43;1
13241;13241; 4.44;1
13251;13251; 4.55;1
13261;13261; 4.58;1
13271;13271; 4.48;1
13281;13281; 4.57;1
13291;13291; 4.49;1
13301;13301; 4.53;1
13311;13311; 4.52;1
13321;13321; 4.58;1
13331;13331; 4.58;1
13341;13341; 4.67;1
13351;13351; 4.60;1
13361;13361; 4.62;1
13371;13371; 4.60;1
13381;13381; 4.58;1
13391;13391; 4.44;1
13401;13401; 4.96;1
13411;13411; 4.89;1
13421;13421; 5.02;1
13431;13431; 4.96;1
13441;13441; 4.90;1
13451;13451; 5.21;1
13461;13461; 5.01;1
13471;13471; 5.05;1
13481;13481; 5.05;1
13491;13491; 5.09;1
13501;13501; 5.07;1
13511;13511; 5.02;1
13521;13521; 4.98;1
13531;13531; 5.38;1
13541;13541; 4.75;1
13551;13551; 4.69;1
13561;13561; 4.91;1
13571;13571; 4.84;1
13581;13581; 4.74;1
13591;13591; 4.90;1
13601;13601; 4.82;1
13611;13611; 4.83;1
13621;13621; 4.99;1
13631;13631; 4.89;1
13641;13641; 4.89;1
13651;13651; 4.85;1
13661;13661; 6.21;1
13671;13671; 5.24;1
13681;13681; 5.20;1
13691;13691; 5.31;1
13701;13701; 5.12;1
13711;13711; 5.31;1
13721;13721; 5.27;1
13731;13731; 5.35;1
13741;13741; 5.34;1
13751;13751; 5.28;1
13761;13761; 5.28;1
13771;13771; 5.30;1
13781;13781; 5.35;1
13791;13791; 5.35;1
13801;13801; 5.30;1
13811;13811; 5.31;1
13821;13821; 5.42;1
13831;13831; 5.50;1
13841;13841; 5.40;1
13851;13851; 5.96;1
13861;13861; 5.22;1
13871;13871; 5.26;1
13881;13881; 5.90;1
13891;13891; 5.21;1
13901;13901; 5.26;1
13911;13911; 5.42;1
13921;13921; 5.19;1
13931;13931; 5.26;1
13941;13941; 6.78;1
13951;13951; 5.75;1
13961;13961; 5.44;1
13971;13971; 5.22;1
13981;13981; 5.28;1
13991;13991; 5.36;1
14001;14001; 5.34;1
14011;14011; 5.31;1
14021;14021; 5.40;1
14031;14031; 5.28;1
14041;14041; 5.30;1
14051;14051; 5.48;1
14061;14061; 5.42;1
14071;14071; 5.34;1
14081;14081; 5.94;1
14091;14091; 5.38;1
14101;14101; 5.36;1
14111;14111; 5.51;1
14121;14121; 5.43;1
14131;14131; 5.51;1
14141;14141; 5.57;1
14151;14151; 5.46;1
14161;14161; 5.42;1
14171;14171; 5.52;1
14181;14181; 5.48;1
14191;14191; 5.53;1
14201;14201; 5.55;1
14211;14211; 5.69;1
14221;14221; 5.54;1
14231;14231; 5.76;1
14241;14241; 5.54;1
14251;14251; 5.66;1
14261;14261; 5.56;1
14271;14271; 5.68;1
14281;14281; 5.59;1
14291;14291; 5.66;1
14301;14301; 5.69;1
14311;14311; 5.70;1
14321;14321; 5.76;1
14331;14331; 6.63;1
14341;14341; 6.12;1
14351;14351; 6.15;1
14361;14361; 5.65;1
14371;14371; 6.47;1
14381;14381; 6.03;1
14391;14391; 6.41;1
14401;14401; 6.04;1
14411;14411; 6.00;1
14421;14421; 6.11;1
14431;14431; 6.35;1
14441;14441; 6.11;1
14451;14451; 6.16;1
14461;14461; 6.13;1
14471;14471; 6.16;1
14481;14481; 6.21;1
14491;14491; 6.18;1
14501;14501; 6.28;1
14511;14511; 6.17;1
14521;14521; 6.25;1
14531;14531; 6.20;1
14541;14541; 6.22;1
14551;14551; 6.46;1
14561;14561; 6.40;1
14571;14571; 6.31;1
14581;14581; 6.34;1
14591;14591; 6.53;1
14601;14601; 6.51;1
14611;14611; 6.35;1
14621;14621; 6.45;1
14631;14631; 6.38;1
14641;14641; 6.48;1
14651;14651; 6.42;1
14661;14661; 6.44;1
14671;14671;16.63;1
14681;14681; 6.83;1
14691;14691; 6.72;1
14701;14701; 6.70;1
14711;14711; 6.58;1
14721;14721; 6.60;1
14731;14731; 6.98;1
14741;14741; 6.53;1
14751;14751; 6.59;1
14761;14761; 6.55;1
14771;14771; 6.61;1
14781;14781; 6.58;1
14791;14791; 6.57;1
14801;14801; 6.68;1
14811;14811; 6.65;1
14821;14821; 6.67;1
14831;14831; 6.74;1
14841;14841; 6.69;1
14851;14851; 6.64;1
14861;14861; 6.72;1
14871;14871; 6.66;1
14881;14881; 6.74;1
14891;14891; 6.78;1
14901;14901; 6.77;1
14911;14911; 6.73;1
14921;14921; 6.88;1
14931;14931; 6.84;1
14941;14941; 8.58;1
14951;14951; 8.25;1
14961;14961; 8.20;1
14971;14971; 7.15;1
14981;14981;12.34;1
14991;14991;10.26;1
15001;15001; 7.13;1
15011;15011; 7.60;1
15021;15021; 7.39;1
15031;15031; 7.42;1
15041;15041; 7.49;1
15051;15051; 7.42;1
15061;15061; 7.39;1
15071;15071; 7.59;1
15081;15081; 7.87;1
15091;15091; 9.72;1
15101;15101; 9.46;1
15111;15111; 9.13;1
15121;15121; 8.01;1
15131;15131; 7.18;1
15141;15141; 7.50;1
15151;15151; 7.83;1
15161;15161; 7.75;1
15171;15171; 9.06;1
15181;15181; 9.37;1
15191;15191; 8.86;1
15201;15201; 8.39;1
15211;15211; 8.72;1
15221;15221; 8.71;1
15231;15231; 7.26;1
15241;15241; 8.87;1
15251;15251; 7.66;1
15261;15261; 7.36;1
15271;15271; 7.37;1
15281;15281; 7.49;1
15291;15291; 7.39;1
15301;15301; 7.47;1
15311;15311; 7.46;1
15321;15321; 7.34;1
15331;15331; 7.43;1
15341;15341; 7.49;1
15351;15351; 7.45;1
15361;15361; 7.49;1
15371;15371; 7.67;1
15381;15381; 7.59;1
15391;15391; 7.55;1
15401;15401; 7.51;1
15411;15411; 7.55;1
15421;15421; 7.52;1
15431;15431; 7.53;1
15441;15441; 7.57;1
15451;15451; 8.05;1
15461;15461; 7.87;1
15471;15471; 7.74;1
15481;15481; 7.85;1
15491;15491; 7.71;1
15501;15501; 7.74;1
15511;15511; 7.89;1
15521;15521; 7.77;1
15531;15531;10.73;1
15541;15541;10.53;1
15551;15551;14.04;1
15561;15561;14.11;1
15571;15571;16.40;1
15581;15581; 9.32;1
15591;15591; 9.13;1
15601;15601; 9.13;1
15611;15611; 9.76;1
15621;15621; 9.86;1
15631;15631; 8.92;1
15641;15641; 9.38;1
15651;15651; 8.62;1
15661;15661; 8.85;1
15671;15671;10.02;1
15681;15681; 9.72;1
15691;15691; 8.99;1
15701;15701; 8.88;1
15711;15711; 8.34;1
15721;15721; 9.09;1
15731;15731; 8.26;1
15741;15741; 8.41;1
15751;15751; 8.86;1
15761;15761; 9.78;1
15771;15771;11.09;1
15781;15781;11.72;1
15791;15791; 9.07;1
15801;15801;10.55;1
15811;15811; 8.46;1
15821;15821; 8.72;1
15831;15831;10.15;1
15841;15841; 8.85;1
15851;15851; 8.22;1
15861;15861;11.89;1
15871;15871; 9.44;1
15881;15881;10.40;1
15891;15891; 9.58;1
15901;15901;21.00;1
15911;15911;12.31;1
15921;15921;10.54;1
15931;15931;14.59;1
15941;15941; 9.01;1
15951;15951;13.79;1
15961;15961;19.96;1
15971;15971;13.23;1
15981;15981;10.54;1
15991;15991; 8.81;1
16001;16001; 8.67;1
16011;16011; 8.92;1
16021;16021; 8.76;1
16031;16031; 8.77;1
16041;16041; 8.85;1
16051;16051; 8.82;1
16061;16061; 8.90;1
16071;16071; 9.28;1
16081;16081; 8.85;1
16091;16091; 8.93;1
16101;16101; 8.91;1
16111;16111; 8.89;1
16121;16121; 9.04;1
16131;16131; 9.06;1
16141;16141; 9.09;1
16151;16151; 9.23;1
16161;16161; 9.06;1
16171;16171; 9.03;1
16181;16181;10.20;1
16191;16191; 8.94;1
16201;16201; 9.07;1
16211;16211;11.32;1
16221;16221; 9.33;1
16231;16231;11.87;1
16241;16241; 9.10;1
16251;16251;10.83;1
16261;16261; 9.12;1
16271;16271; 9.63;1
16281;16281; 9.32;1
16291;16291; 9.28;1
16301;16301; 9.90;1
16311;16311; 8.97;1
16321;16321; 9.09;1
16331;16331; 9.01;1
16341;16341; 9.02;1
16351;16351; 9.07;1
16361;16361; 9.32;1
16371;16371; 9.23;1
16381;16381; 9.26;1
16391;16391; 9.17;1
16401;16401; 9.11;1
16411;16411; 9.08;1
16421;16421; 9.15;1
16431;16431; 9.14;1
16441;16441; 9.35;1
16451;16451; 9.31;1
16461;16461; 9.19;1
16471;16471; 9.21;1
16481;16481; 9.21;1
16491;16491; 9.39;1
16501;16501; 9.39;1
16511;16511; 9.25;1
16521;16521; 9.41;1
16531;16531; 9.29;1
16541;16541; 9.40;1
16551;16551; 9.34;1
16561;16561; 9.24;1
16571;16571; 9.66;1
16581;16581; 9.56;1
16591;16591; 9.30;1
16601;16601; 9.51;1
16611;16611; 9.45;1
16621;16621; 9.48;1
16631;16631; 9.46;1
16641;16641; 9.52;1
16651;16651;10.53;1
16661;16661; 9.88;1
16671;16671; 9.86;1
16681;16681; 9.88;1
16691;16691;10.13;1
16701;16701; 9.73;1
16711;16711; 9.65;1
16721;16721; 9.50;1
16731;16731; 9.63;1
16741;16741;10.13;1
16751;16751;10.06;1
16761;16761; 9.79;1
16771;16771; 9.66;1
16781;16781; 9.65;1
16791;16791; 9.84;1
16801;16801; 9.76;1
16811;16811; 9.75;1
16821;16821; 9.76;1
16831;16831; 9.75;1
16841;16841; 9.80;1
16851;16851; 9.81;1
16861;16861; 9.84;1
16871;16871; 9.72;1
16881;16881; 9.73;1
16891;16891; 9.89;1
16901;16901; 9.85;1
16911;16911; 9.97;1
16921;16921; 9.93;1
16931;16931;25.36;1
16941;16941;18.78;1
16951;16951;16.19;1
16961;16961;20.10;1
16971;16971;11.00;1
16981;16981;10.52;1
16991;16991;11.85;1
17001;17001;10.51;1
17011;17011;10.38;1
17021;17021;10.34;1
17031;17031;10.57;1
17041;17041;10.64;1
17051;17051;10.36;1
17061;17061;10.47;1
17071;17071;10.38;1
17081;17081;10.41;1
17091;17091;10.45;1
17101;17101;10.48;1
17111;17111;10.41;1
17121;17121;10.45;1
17131;17131;10.53;1
17141;17141;10.46;1
17151;17151;10.44;1
17161;17161;10.91;1
17171;17171;11.86;1
17181;17181;10.58;1
17191;17191;10.62;1
17201;17201;11.04;1
17211;17211;10.67;1
17221;17221;10.63;1
17231;17231;10.73;1
17241;17241;10.62;1
17251;17251;10.61;1
17261;17261;10.81;1
17271;17271;10.61;1
17281;17281;10.63;1
17291;17291;10.66;1
17301;17301;10.59;1
17311;17311;10.67;1
17321;17321;10.74;1
17331;17331;10.63;1
17341;17341;10.72;1
17351;17351;10.65;1
17361;17361;10.65;1
17371;17371;10.68;1
17381;17381;10.72;1
17391;17391;10.66;1
17401;17401;10.75;1
17411;17411;10.76;1
17421;17421;10.77;1
17431;17431;10.76;1
17441;17441;10.80;1
17451;17451;10.84;1
17461;17461;10.87;1
17471;17471;11.40;1
17481;17481;10.82;1
17491;17491;10.76;1
17501;17501;11.31;1
17511;17511;11.39;1
17521;17521;10.84;1
17531;17531;10.76;1
17541;17541;11.01;1
17551;17551;11.14;1
17561;17561;10.97;1
17571;17571;11.38;1
17581;17581;11.00;1
17591;17591;10.92;1
17601;17601;10.92;1
17611;17611;10.93;1
17621;17621;10.95;1
17631;17631;11.43;1
17641;17641;11.03;1
17651;17651;10.99;1
17661;17661;11.05;1
17671;17671;11.04;1
17681;17681;11.01;1
17691;17691;11.11;1
17701;17701;11.08;1
17711;17711;11.07;1
17721;17721;11.12;1
17731;17731;11.17;1
17741;17741;11.20;1
17751;17751;11.25;1
17761;17761;11.17;1
17771;17771;11.31;1
17781;17781;11.21;1
17791;17791;11.26;1
17801;17801;11.54;1
17811;17811;11.39;1
17821;17821;11.35;1
17831;17831;11.37;1
17841;17841;11.36;1
17851;17851;11.30;1
17861;17861;11.58;1
17871;17871;11.37;1
17881;17881;11.47;1
17891;17891;11.41;1
17901;17901;11.49;1
17911;17911;11.54;1
17921;17921;11.56;1
17931;17931;11.56;1
17941;17941;11.64;1
17951;17951;12.38;1
17961;17961;12.33;1
17971;17971;11.97;1
17981;17981;11.66;1
17991;17991;11.69;1
18001;18001;11.65;1
18011;18011;11.71;1
18021;18021;11.82;1
18031;18031;11.86;1
18041;18041;11.86;1
18051;18051;11.87;1
18061;18061;11.81;1
18071;18071;11.75;1
18081;18081;12.02;1
18091;18091;12.81;1
18101;18101;12.46;1
18111;18111;11.97;1
18121;18121;11.87;1
18131;18131;11.94;1
18141;18141;12.15;1
18151;18151;12.00;1
18161;18161;11.95;1
18171;18171;12.00;1
18181;18181;12.00;1
18191;18191;12.09;1
18201;18201;12.06;1
18211;18211;12.11;1
18221;18221;12.70;1
18231;18231;12.87;1
18241;18241;12.21;1
18251;18251;12.17;1
18261;18261;12.39;1
18271;18271;12.30;1
18281;18281;12.30;1
18291;18291;12.25;1
18301;18301;12.36;1
18311;18311;12.50;1
18321;18321;12.41;1
18331;18331;12.45;1
18341;18341;12.48;1
18351;18351;13.06;1
18361;18361;12.64;1
18371;18371;12.52;1
18381;18381;12.57;1
18391;18391;12.64;1
18401;18401;12.57;1
18411;18411;12.85;1
18421;18421;12.75;1
18431;18431;13.36;1
18441;18441;50.46;1
18451;18451;15.11;1
18461;18461;15.77;1
18471;18471;16.98;1
18481;18481;24.85;1
18491;18491;17.89;1
18501;18501;16.71;1
18511;18511;15.27;1
18521;18521;14.84;1
18531;18531;16.36;1
18541;18541;15.77;1
18551;18551;14.65;1
18561;18561;13.18;1
18571;18571;13.72;1
18581;18581;13.00;1
18591;18591;14.84;1
18601;18601;13.78;1
18611;18611;13.25;1
18621;18621;13.53;1
18631;18631;13.06;1
18641;18641;13.10;1
18651;18651;13.08;1
18661;18661;14.42;1
18671;18671;13.05;1
18681;18681;13.29;1
18691;18691;13.91;1
18701;18701;13.17;1
18711;18711;13.11;1
18721;18721;13.20;1
18731;18731;13.78;1
18741;18741;13.19;1
18751;18751;13.17;1
18761;18761;13.20;1
18771;18771;13.21;1
18781;18781;13.18;1
18791;18791;13.32;1
18801;18801;13.44;1
18811;18811;13.90;1
18821;18821;13.42;1
18831;18831;29.71;1
18841;18841;14.73;1
18851;18851;15.11;1
18861;18861;15.08;1
18871;18871;15.99;1
18881;18881;22.02;1
18891;18891;15.32;1
18901;18901;18.61;1
18911;18911;17.73;1
18921;18921;14.64;1
18931;18931;13.53;1
18941;18941;13.55;1
18951;18951;13.50;1
18961;18961;13.59;1
18971;18971;13.57;1
18981;18981;14.01;1
18991;18991;14.21;1
19001;19001;13.61;1
19011;19011;13.63;1
19021;19021;13.81;1
19031;19031;13.68;1
19041;19041;14.01;1
19051;19051;13.68;1
19061;19061;13.74;1
19071;19071;13.73;1
19081;19081;13.72;1
19091;19091;13.80;1
19101;19101;14.29;1
19111;19111;13.75;1
19121;19121;13.77;1
19131;19131;13.84;1
19141;19141;14.17;1
19151;19151;13.85;1
19161;19161;13.87;1
19171;19171;14.53;1
19181;19181;14.18;1
19191;19191;14.01;1
19201;19201;13.97;1
19211;19211;14.17;1
19221;19221;14.02;1
19231;19231;14.02;1
19241;19241;14.10;1
19251;19251;14.92;1
19261;19261;15.25;1
19271;19271;14.46;1
19281;19281;14.32;1
19291;19291;14.67;1
19301;19301;14.56;1
19311;19311;14.50;1
19321;19321;14.90;1
19331;19331;14.39;1
19341;19341;14.28;1
19351;19351;14.28;1
19361;19361;14.27;1
19371;19371;14.60;1
19381;19381;14.55;1
19391;19391;14.31;1
19401;19401;14.43;1
19411;19411;14.43;1
19421;19421;14.51;1
19431;19431;14.47;1
19441;19441;14.62;1
19451;19451;14.43;1
19461;19461;14.49;1
19471;19471;14.40;1
19481;19481;14.62;1
19491;19491;14.56;1
19501;19501;14.69;1
19511;19511;14.62;1
19521;19521;14.64;1
19531;19531;14.52;1
19541;19541;14.57;1
19551;19551;14.59;1
19561;19561;15.34;1
19571;19571;14.90;1
19581;19581;14.71;1
19591;19591;14.81;1
19601;19601;14.71;1
19611;19611;14.82;1
19621;19621;14.75;1
19631;19631;15.13;1
19641;19641;14.79;1
19651;19651;14.79;1
19661;19661;14.84;1
19671;19671;14.87;1
19681;19681;14.72;1
19691;19691;14.80;1
19701;19701;15.69;1
19711;19711;15.03;1
19721;19721;15.03;1
19731;19731;15.02;1
19741;19741;15.06;1
19751;19751;15.20;1
19761;19761;14.99;1
19771;19771;15.05;1
19781;19781;15.70;1
19791;19791;15.19;1
19801;19801;15.14;1
19811;19811;15.25;1
19821;19821;15.23;1
19831;19831;15.36;1
19841;19841;15.21;1
19851;19851;15.33;1
19861;19861;15.47;1
19871;19871;15.24;1
19881;19881;15.31;1
19891;19891;15.37;1
19901;19901;15.36;1
19911;19911;15.67;1
19921;19921;15.60;1
19931;19931;15.64;1
19941;19941;15.76;1
19951;19951;15.46;1
19961;19961;15.59;1
19971;19971;15.64;1
19981;19981;15.60;1
19991;19991;15.80;1
20001;20001;15.77;1
20011;20011;15.60;1
20021;20021;15.68;1
20031;20031;15.68;1
20041;20041;15.70;1
20051;20051;15.74;1
20061;20061;15.85;1
20071;20071;15.77;1
20081;20081;15.75;1
20091;20091;15.84;1
20101;20101;16.43;1
20111;20111;16.05;1
20121;20121;15.89;1
20131;20131;16.71;1
20141;20141;16.08;1
20151;20151;16.11;1
20161;20161;16.00;1
20171;20171;16.24;1
20181;20181;16.17;1
20191;20191;16.17;1
20201;20201;16.13;1
20211;20211;16.04;1
20221;20221;16.90;1
20231;20231;16.16;1
20241;20241;16.09;1
20251;20251;16.53;1
20261;20261;16.14;1
20271;20271;16.42;1
20281;20281;16.34;1
20291;20291;16.12;1
20301;20301;16.29;1
20311;20311;16.21;1
20321;20321;16.20;1
20331;20331;16.26;1
20341;20341;16.52;1
20351;20351;17.12;1
20361;20361;16.32;1
20371;20371;16.41;1
20381;20381;16.39;1
20391;20391;16.44;1
20401;20401;16.45;1
20411;20411;16.44;1
20421;20421;16.46;1
20431;20431;16.43;1
20441;20441;16.89;1
20451;20451;16.90;1
20461;20461;16.76;1
20471;20471;16.80;1
20481;20481;16.77;1
20491;20491;16.84;1
20501;20501;17.03;1
20511;20511;16.83;1
20521;20521;16.83;1
20531;20531;16.87;1
20541;20541;17.04;1
20551;20551;16.90;1
20561;20561;16.89;1
20571;20571;16.98;1
20581;20581;17.19;1
20591;20591;17.00;1
20601;20601;17.98;1
20611;20611;17.43;1
20621;20621;17.13;1
20631;20631;18.94;1
20641;20641;17.33;1
20651;20651;17.16;1
20661;20661;17.47;1
20671;20671;17.20;1
20681;20681;17.30;1
20691;20691;17.21;1
20701;20701;17.43;1
20711;20711;17.22;1
20721;20721;17.20;1
20731;20731;17.21;1
20741;20741;17.25;1
20751;20751;17.15;1
20761;20761;17.33;1
20771;20771;18.27;1
20781;20781;17.45;1
20791;20791;26.57;1
20801;20801;17.62;1
20811;20811;17.79;1
20821;20821;17.91;1
20831;20831;17.59;1
20841;20841;18.07;1
20851;20851;18.45;1
20861;20861;17.76;1
20871;20871;17.64;1
20881;20881;17.72;1
20891;20891;17.75;1
20901;20901;17.76;1
20911;20911;19.96;1
20921;20921;25.60;1
20931;20931;24.33;1
20941;20941;20.83;1
20951;20951;17.71;1
20961;20961;17.73;1
20971;20971;18.06;1
20981;20981;17.94;1
20991;20991;17.79;1
21001;21001;17.68;1
21011;21011;17.87;1
21021;21021;17.85;1
21031;21031;18.11;1
21041;21041;17.93;1
21051;21051;17.92;1
21061;21061;18.34;1
21071;21071;18.03;1
21081;21081;17.86;1
21091;21091;17.94;1
21101;21101;17.83;1
21111;21111;17.90;1
21121;21121;17.85;1
21131;21131;17.90;1
21141;21141;17.92;1
21151;21151;18.08;1
21161;21161;17.91;1
21171;21171;18.01;1
21181;21181;18.02;1
21191;21191;18.00;1
21201;21201;17.98;1
21211;21211;18.51;1
21221;21221;18.26;1
21231;21231;18.70;1
21241;21241;19.05;1
21251;21251;18.11;1
21261;21261;18.09;1
21271;21271;18.22;1
21281;21281;18.18;1
21291;21291;18.18;1
21301;21301;18.27;1
21311;21311;18.26;1
21321;21321;18.09;1
21331;21331;18.24;1
21341;21341;18.25;1
21351;21351;18.28;1
21361;21361;18.52;1
21371;21371;18.54;1
21381;21381;18.78;1
21391;21391;18.40;1
21401;21401;18.71;1
21411;21411;18.56;1
21421;21421;18.52;1
21431;21431;18.49;1
21441;21441;18.52;1
21451;21451;18.66;1
21461;21461;18.58;1
21471;21471;18.95;1
21481;21481;19.05;1
21491;21491;18.74;1
21501;21501;18.90;1
21511;21511;19.76;1
21521;21521;19.04;1
21531;21531;18.79;1
21541;21541;18.88;1
21551;21551;18.79;1
21561;21561;18.84;1
21571;21571;19.02;1
21581;21581;19.00;1
21591;21591;18.88;1
21601;21601;19.03;1
21611;21611;18.96;1
21621;21621;19.17;1
21631;21631;19.07;1
21641;21641;19.12;1
21651;21651;19.12;1
21661;21661;19.21;1
21671;21671;19.15;1
21681;21681;19.47;1
21691;21691;19.35;1
21701;21701;19.15;1
21711;21711;19.22;1
21721;21721;19.63;1
21731;21731;19.20;1
21741;21741;19.29;1
21751;21751;19.30;1
21761;21761;19.31;1
21771;21771;19.38;1
21781;21781;19.31;1
21791;21791;19.99;1
21801;21801;19.97;1
21811;21811;20.64;1
21821;21821;19.52;1
21831;21831;19.54;1
21841;21841;19.57;1
21851;21851;19.72;1
21861;21861;19.77;1
21871;21871;19.53;1
21881;21881;19.67;1
21891;21891;19.54;1
21901;21901;19.63;1
21911;21911;19.78;1
21921;21921;19.70;1
21931;21931;19.70;1
21941;21941;20.20;1
21951;21951;19.93;1
21961;21961;19.72;1
21971;21971;20.42;1
21981;21981;19.92;1
21991;21991;19.92;1
22001;22001;20.01;1
22011;22011;20.00;1
